ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
627628691,Audio,Hermit Thrush,Catharus guttatus,,Rodrigo Dueñas,2024-12-08,2024,12,8,714,United States,US-CA-081,California,San Mateo,Windy Hill OSP,37.3626535,-122.2298956,Unknown – 1,Call,Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204849205,"",,,ID by sight,,Catharus guttatus,herthr,Species,28081,,3.00,1,"",,
627628689,Audio,Bushtit,Psaltriparus minimus,,Rodrigo Dueñas,2024-12-08,2024,12,8,714,United States,US-CA-081,California,San Mateo,Windy Hill OSP,37.3626535,-122.2298956,Unknown – 1,Call,Unspecified,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204849205,"",,,ID by sound,,Psaltriparus minimus,bushti,Species,25018,,2.00,1,"",,
627628678,Audio,Dark-eyed Junco (Oregon),Junco hyemalis [oreganus Group],,Rodrigo Dueñas,2024-12-08,2024,12,8,714,United States,US-CA-081,California,San Mateo,Windy Hill OSP,37.3626535,-122.2298956,Adult – 1,Call,Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204849205,"",,,ID by sight,,Junco hyemalis,orejun,Group,32848,,3.00,1,"",,
627628679,Audio,Dark-eyed Junco (Oregon),Junco hyemalis [oreganus Group],,Rodrigo Dueñas,2024-12-08,2024,12,8,714,United States,US-CA-081,California,San Mateo,Windy Hill OSP,37.3626535,-122.2298956,Adult – 1,"Call; Foraging or Eating",Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204849205,"",,,ID by sight,,Junco hyemalis,orejun,Group,32848,,4.00,1,"",,
627593391,Audio,California Towhee,Melozone crissalis,,Rodrigo Dueñas,2024-12-15,2024,12,15,821,United States,US-CA-001,California,Alameda,Coyote Hills Regional Park,37.5537640,-122.0875025,Adult – 2,"Call; Foraging or Eating",Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S205522237,"",,,ID by sight,,Melozone crissalis,caltow,Species,33068,,4.00,1,"",,
627593386,Audio,Great Egret (American),Ardea alba egretta,Sayornis nigricans -- Black Phoebe,Rodrigo Dueñas,2024-12-15,2024,12,15,821,United States,US-CA-001,California,Alameda,Coyote Hills Regional Park,37.5537640,-122.0875025,"","Call; Flying",Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S205522237,"",,,Individual flying,,Ardea alba,greegr2,Group,7638,,2.00,1,"",,
627593382,Audio,Song Sparrow,Melospiza melodia,,Rodrigo Dueñas,2024-12-15,2024,12,15,821,United States,US-CA-001,California,Alameda,Coyote Hills Regional Park,37.5537640,-122.0875025,Unknown – 1,Song,Unspecified,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S205522237,"",,,ID by sound,,Melospiza melodia,sonspa,Species,32995,,4.00,1,"",,
627593378,Audio,Song Sparrow,Melospiza melodia,,Rodrigo Dueñas,2024-12-15,2024,12,15,821,United States,US-CA-001,California,Alameda,Coyote Hills Regional Park,37.5537640,-122.0875025,Adult – 1,Call,Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S205522237,"",,,ID by sight / foraging,,Melospiza melodia,sonspa,Species,32995,,4.50,2,"",,
627593370,Audio,White-tailed Kite,Elanus leucurus,,Rodrigo Dueñas,2024-12-15,2024,12,15,821,United States,US-CA-001,California,Alameda,Coyote Hills Regional Park,37.5537640,-122.0875025,Adult – 2,"Call; Flying",Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S205522237,"",,,2 adults harassing a hawk,,Elanus leucurus,whtkit,Species,7748,,1.00,1,"",,
627593364,Audio,Canada Goose,Branta canadensis,,Rodrigo Dueñas,2024-12-15,2024,12,15,821,United States,US-CA-001,California,Alameda,Coyote Hills Regional Park,37.5537640,-122.0875025,Adult – 4,"Call; Flying",Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S205522237,"",,,ID by sight,,Branta canadensis,cangoo,Species,330,,4.00,1,"",,
627593362,Audio,Song Sparrow,Melospiza melodia,,Rodrigo Dueñas,2024-12-15,2024,12,15,821,United States,US-CA-001,California,Alameda,Coyote Hills Regional Park,37.5537640,-122.0875025,Adult – 1,"Call; Foraging or Eating",Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S205522237,"",,,,,Melospiza melodia,sonspa,Species,32995,,2.00,1,"",,
627593359,Audio,Northern Shoveler,Spatula clypeata,,Rodrigo Dueñas,2024-12-15,2024,12,15,821,United States,US-CA-001,California,Alameda,Coyote Hills Regional Park,37.5537640,-122.0875025,"",Call,Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S205522237,"",,,Multiple individuals on the big pond,,Spatula clypeata,norsho,Species,483,,3.00,1,"",,
627593195,Audio,California Scrub-Jay,Aphelocoma californica,,Rodrigo Dueñas,2024-12-15,2024,12,15,721,United States,US-CA-001,California,Alameda,Coyote Hills Regional Park--Visitor Center area,37.5533565,-122.0907479,Adult – 1,Call,Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S205487068,"",,,ID by sight,,Aphelocoma californica,cowscj1,Species,21075,,3.00,1,"",,
627593194,Audio,Yellow-rumped Warbler,Setophaga coronata,Aphelocoma californica -- California Scrub-Jay,Rodrigo Dueñas,2024-12-15,2024,12,15,721,United States,US-CA-001,California,Alameda,Coyote Hills Regional Park--Visitor Center area,37.5533565,-122.0907479,Adult Male – 1,Call,Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S205487068,"",,,ID by sight,,Setophaga coronata,yerwar,Species,33874,,3.00,1,"",,
627593193,Audio,Yellow-rumped Warbler,Setophaga coronata,Meleagris gallopavo -- Wild Turkey,Rodrigo Dueñas,2024-12-15,2024,12,15,721,United States,US-CA-001,California,Alameda,Coyote Hills Regional Park--Visitor Center area,37.5533565,-122.0907479,Adult Male – 1,"Call; Foraging or Eating",Unspecified,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S205487068,"",,,ID by sight,,Setophaga coronata,yerwar,Species,33874,,3.00,1,"",,
627593188,Audio,Ruby-crowned Kinglet,Corthylio calendula,,Rodrigo Dueñas,2024-12-15,2024,12,15,721,United States,US-CA-001,California,Alameda,Coyote Hills Regional Park--Visitor Center area,37.5533565,-122.0907479,Adult Male – 1,Call,Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S205487068,"",,,ID by sight / sound,,Corthylio calendula,ruckin,Species,26595,,4.00,1,"",,
627593169,Audio,Northern Flicker,Colaptes auratus,,Rodrigo Dueñas,2024-12-15,2024,12,15,721,United States,US-CA-001,California,Alameda,Coyote Hills Regional Park--Visitor Center area,37.5533565,-122.0907479,Unknown – 1,Call,Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S205487068,"",,,ID by sound,,Colaptes auratus,norfli,Species,11785,,4.00,1,"",,
627274877,Audio,Yellow-rumped Warbler,Setophaga coronata,,Rodrigo Dueñas,2024-12-08,2024,12,8,714,United States,US-CA-081,California,San Mateo,Windy Hill OSP,37.3626535,-122.2298956,Adult Male – 1,"",Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204849205,"",,,,,Setophaga coronata,yerwar,Species,33874,,3.00,1,"",,
627274874,Audio,Chestnut-backed Chickadee,Poecile rufescens,"Cyanocitta stelleri [stelleri Group] -- Steller's Jay (Coastal)",Rodrigo Dueñas,2024-12-08,2024,12,8,714,United States,US-CA-081,California,San Mateo,Windy Hill OSP,37.3626535,-122.2298956,Adult Male – 2,Foraging or Eating,Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204849205,"",,,,,Poecile rufescens,chbchi,Species,21870,,4.00,1,"",,
627274839,Audio,Purple Finch (Western),Haemorhous purpureus californicus,,Rodrigo Dueñas,2024-12-08,2024,12,8,714,United States,US-CA-081,California,San Mateo,Windy Hill OSP,37.3626535,-122.2298956,Adult Male – 1,Call,Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204849205,"",,,"Individual at the top of a tree, not as purple but distinct call",,Haemorhous purpureus,purfin2,Group,32050,,4.00,1,"",,
627274832,Audio,Ruby-crowned Kinglet,Corthylio calendula,,Rodrigo Dueñas,2024-12-08,2024,12,8,714,United States,US-CA-081,California,San Mateo,Windy Hill OSP,37.3626535,-122.2298956,Unknown – 1,Call,Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204849205,"",,,,,Corthylio calendula,ruckin,Species,26595,,3.00,1,"",,
627274825,Audio,Hermit Thrush,Catharus guttatus,,Rodrigo Dueñas,2024-12-08,2024,12,8,714,United States,US-CA-081,California,San Mateo,Windy Hill OSP,37.3626535,-122.2298956,Unknown – 1,Call,Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204849205,"",,,,,Catharus guttatus,herthr,Species,28081,,3.00,1,"",,
627274813,Audio,"Steller's Jay (Coastal)",Cyanocitta stelleri [stelleri Group],,Rodrigo Dueñas,2024-12-08,2024,12,8,714,United States,US-CA-081,California,San Mateo,Windy Hill OSP,37.3626535,-122.2298956,Unknown – 1,Call,Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204849205,"",,,,,Cyanocitta stelleri,stejay1,Group,21047,,2.00,1,"",,
627274814,Audio,"Steller's Jay (Coastal)",Cyanocitta stelleri [stelleri Group],,Rodrigo Dueñas,2024-12-08,2024,12,8,714,United States,US-CA-081,California,San Mateo,Windy Hill OSP,37.3626535,-122.2298956,Unknown – 1,Call,Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204849205,"",,,,,Cyanocitta stelleri,stejay1,Group,21047,,3.00,1,"",,
627274808,Audio,Acorn Woodpecker,Melanerpes formicivorus,,Rodrigo Dueñas,2024-12-08,2024,12,8,714,United States,US-CA-081,California,San Mateo,Windy Hill OSP,37.3626535,-122.2298956,Adult Male – 1,Call,Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204849205,"",,,,,Melanerpes formicivorus,acowoo,Species,11036,,4.00,1,"",,
627274788,Audio,California Scrub-Jay,Aphelocoma californica,,Rodrigo Dueñas,2024-12-08,2024,12,8,714,United States,US-CA-081,California,San Mateo,Windy Hill OSP,37.3626535,-122.2298956,Unknown – 1,Call,Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204849205,"",,,,,Aphelocoma californica,cowscj1,Species,21075,,3.00,1,"",,
627274791,Audio,California Quail,Callipepla californica,,Rodrigo Dueñas,2024-12-08,2024,12,8,714,United States,US-CA-081,California,San Mateo,Windy Hill OSP,37.3626535,-122.2298956,Unknown – 1,Call,Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204849205,"",,,,,Callipepla californica,calqua,Species,1064,,1.00,1,"",,
627219491,Audio,"Nuttall's Woodpecker",Dryobates nuttallii,,Rodrigo Dueñas,2024-12-07,2024,12,7,655,United States,US-CA-085,California,Santa Clara,McClellan Ranch Preserve,37.3140655,-122.0630121,Unknown – 1,Call,Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204701057,"",,,"ID by sound, another individual ",,Dryobates nuttallii,nutwoo,Species,11297,,4.50,2,"",,
627219404,Audio,House Finch,Haemorhous mexicanus,Baeolophus inornatus -- Oak Titmouse,Rodrigo Dueñas,2024-12-07,2024,12,7,655,United States,US-CA-085,California,Santa Clara,McClellan Ranch Preserve,37.3140655,-122.0630121,Unknown – 2,"Call; Foraging or Eating",Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204701057,"",,,,,Haemorhous mexicanus,houfin,Species,32034,,3.00,1,"",,
627219402,Audio,Oak Titmouse,Baeolophus inornatus,,Rodrigo Dueñas,2024-12-07,2024,12,7,655,United States,US-CA-085,California,Santa Clara,McClellan Ranch Preserve,37.3140655,-122.0630121,Adult – 1,"",Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204701057,"",,,"ID by sight; near the road, by the feeders",,Baeolophus inornatus,oaktit,Species,21926,,3.00,1,"",,
627219401,Audio,Oak Titmouse,Baeolophus inornatus,,Rodrigo Dueñas,2024-12-07,2024,12,7,655,United States,US-CA-085,California,Santa Clara,McClellan Ranch Preserve,37.3140655,-122.0630121,Adult – 1,"",Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204701057,"",,,"ID by sight; near the road, near the feeders",,Baeolophus inornatus,oaktit,Species,21926,,3.00,1,"",,
627219397,Audio,Dark-eyed Junco (Oregon),Junco hyemalis [oreganus Group],,Rodrigo Dueñas,2024-12-07,2024,12,7,655,United States,US-CA-085,California,Santa Clara,McClellan Ranch Preserve,37.3140655,-122.0630121,Unknown – 1,Call,Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204701057,"",,,"ID by sight; by the feeders near the road",,Junco hyemalis,orejun,Group,32848,,3.00,1,"",,
627219392,Audio,House Finch,Haemorhous mexicanus,Zonotrichia atricapilla -- Golden-crowned Sparrow,Rodrigo Dueñas,2024-12-07,2024,12,7,655,United States,US-CA-085,California,Santa Clara,McClellan Ranch Preserve,37.3140655,-122.0630121,Unknown – 6,"",Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204701057,"",,,"ID by sight; near the road, by the feeders",,Haemorhous mexicanus,houfin,Species,32034,,3.00,1,"",,
627219362,Audio,Golden-crowned Sparrow,Zonotrichia atricapilla,,Rodrigo Dueñas,2024-12-07,2024,12,7,655,United States,US-CA-085,California,Santa Clara,McClellan Ranch Preserve,37.3140655,-122.0630121,Unknown – 2,Call,Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204701057,"",,,"ID by sight and sound; by the feeders",,Zonotrichia atricapilla,gocspa,Species,32914,,3.00,1,"",,
627219360,Audio,Dark-eyed Junco (Oregon),Junco hyemalis [oreganus Group],,Rodrigo Dueñas,2024-12-07,2024,12,7,655,United States,US-CA-085,California,Santa Clara,McClellan Ranch Preserve,37.3140655,-122.0630121,Unknown – 2,Call,Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204701057,"",,,"ID by sight; by the feeders",,Junco hyemalis,orejun,Group,32848,,3.00,1,"",,
627219358,Audio,Chestnut-backed Chickadee,Poecile rufescens,,Rodrigo Dueñas,2024-12-07,2024,12,7,655,United States,US-CA-085,California,Santa Clara,McClellan Ranch Preserve,37.3140655,-122.0630121,Adult – 2,"Call; Foraging or Eating",Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204701057,"",,,"ID by sight, with multiple species near the road, by the feeders",,Poecile rufescens,chbchi,Species,21870,,2.00,1,"",,
627219355,Audio,Acorn Woodpecker,Melanerpes formicivorus,,Rodrigo Dueñas,2024-12-07,2024,12,7,655,United States,US-CA-085,California,Santa Clara,McClellan Ranch Preserve,37.3140655,-122.0630121,Male – 1,Call,Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204701057,"",,,ID by sight and sound,,Melanerpes formicivorus,acowoo,Species,11036,,4.00,1,"",,
627219348,Audio,Hairy Woodpecker,Dryobates villosus,Poecile rufescens -- Chestnut-backed Chickadee,Rodrigo Dueñas,2024-12-07,2024,12,7,655,United States,US-CA-085,California,Santa Clara,McClellan Ranch Preserve,37.3140655,-122.0630121,Male – 1,Call,Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204701057,"",,,ID by sight,,Dryobates villosus,haiwoo,Species,11314,,2.00,1,"",,
627219338,Audio,Golden-crowned Sparrow,Zonotrichia atricapilla,,Rodrigo Dueñas,2024-12-07,2024,12,7,655,United States,US-CA-085,California,Santa Clara,McClellan Ranch Preserve,37.3140655,-122.0630121,Unknown – 1,Call,Unspecified,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204701057,"",,,ID by sight and sound,,Zonotrichia atricapilla,gocspa,Species,32914,,4.00,1,"",,
627219292,Audio,Mourning Dove,Zenaida macroura,,Rodrigo Dueñas,2024-12-07,2024,12,7,655,United States,US-CA-085,California,Santa Clara,McClellan Ranch Preserve,37.3140655,-122.0630121,Adult – 2,Foraging or Eating,Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204701057,"",,,"ID by sight; wing sound",,Zenaida macroura,moudov,Species,2373,,1.00,1,"",,
627219278,Audio,Spotted Towhee (oregonus Group),Pipilo maculatus [oregonus Group],"Calypte anna -- Anna's Hummingbird",Rodrigo Dueñas,2024-12-07,2024,12,7,655,United States,US-CA-085,California,Santa Clara,McClellan Ranch Preserve,37.3140655,-122.0630121,"Adult Female – 1; Adult Male – 1","Call; Foraging or Eating",Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204701057,"",,,ID by sight near a pair of California Towhees,,Pipilo maculatus,spotow1,Group,33109,,3.00,1,"",,
627219279,Audio,Spotted Towhee (oregonus Group),Pipilo maculatus [oregonus Group],,Rodrigo Dueñas,2024-12-07,2024,12,7,655,United States,US-CA-085,California,Santa Clara,McClellan Ranch Preserve,37.3140655,-122.0630121,Unknown – 1,Foraging or Eating,Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204701057,"",,,ID by sight a third individual,,Pipilo maculatus,spotow1,Group,33109,,3.00,1,"",,
627219266,Audio,"Anna's Hummingbird",Calypte anna,,Rodrigo Dueñas,2024-12-07,2024,12,7,655,United States,US-CA-085,California,Santa Clara,McClellan Ranch Preserve,37.3140655,-122.0630121,"Adult Male – 1; Adult – 1",Call,Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204701057,"",,,ID by sight,,Calypte anna,annhum,Species,4758,,3.00,1,"",,
627219259,Audio,White-breasted Nuthatch (Pacific),Sitta carolinensis aculeata/alexandrae,,Rodrigo Dueñas,2024-12-07,2024,12,7,655,United States,US-CA-085,California,Santa Clara,McClellan Ranch Preserve,37.3140655,-122.0630121,Unknown – 1,Call,Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204701057,"",,,ID by sound,,Sitta carolinensis,whbnut4,Group,26649,,2.00,1,"",,
627219250,Audio,Acorn Woodpecker,Melanerpes formicivorus,,Rodrigo Dueñas,2024-12-07,2024,12,7,655,United States,US-CA-085,California,Santa Clara,McClellan Ranch Preserve,37.3140655,-122.0630121,Male – 1,Call,Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204701057,"",,,ID by sight and sound,,Melanerpes formicivorus,acowoo,Species,11036,,3.00,1,"",,
627219242,Audio,Ruby-crowned Kinglet,Corthylio calendula,,Rodrigo Dueñas,2024-12-07,2024,12,7,655,United States,US-CA-085,California,Santa Clara,McClellan Ranch Preserve,37.3140655,-122.0630121,Adult Male – 1,"Call; Foraging or Eating",Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204701057,"",,,ID by sight,,Corthylio calendula,ruckin,Species,26595,,4.00,1,"",,
627219231,Audio,"Nuttall's Woodpecker",Dryobates nuttallii,,Rodrigo Dueñas,2024-12-07,2024,12,7,655,United States,US-CA-085,California,Santa Clara,McClellan Ranch Preserve,37.3140655,-122.0630121,Unknown – 1,Call,Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204701057,"",,,Different individual from the other recording,,Dryobates nuttallii,nutwoo,Species,11297,,3.00,1,"",,
627219229,Audio,"Nuttall's Woodpecker",Dryobates nuttallii,Catharus guttatus -- Hermit Thrush,Rodrigo Dueñas,2024-12-07,2024,12,7,655,United States,US-CA-085,California,Santa Clara,McClellan Ranch Preserve,37.3140655,-122.0630121,Unknown – 1,Call,Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204701057,"",,,ID by sound,,Dryobates nuttallii,nutwoo,Species,11297,,3.00,1,"",,
627219226,Audio,Hermit Thrush,Catharus guttatus,"Dryobates nuttallii -- Nuttall's Woodpecker",Rodrigo Dueñas,2024-12-07,2024,12,7,655,United States,US-CA-085,California,Santa Clara,McClellan Ranch Preserve,37.3140655,-122.0630121,Unknown – 1,Call,Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204701057,"",,,"ID by sight and sound; close to a Nuttal's woodpecker",,Catharus guttatus,herthr,Species,28081,,4.00,1,"",,
627219221,Audio,Dark-eyed Junco (Oregon),Junco hyemalis [oreganus Group],,Rodrigo Dueñas,2024-12-07,2024,12,7,655,United States,US-CA-085,California,Santa Clara,McClellan Ranch Preserve,37.3140655,-122.0630121,Unknown – 1,Call,Unspecified,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204701057,"",,,ID by sight,,Junco hyemalis,orejun,Group,32848,,3.00,1,"",,
627219214,Audio,California Towhee,Melozone crissalis,,Rodrigo Dueñas,2024-12-07,2024,12,7,655,United States,US-CA-085,California,Santa Clara,McClellan Ranch Preserve,37.3140655,-122.0630121,Adult – 2,"Call; Foraging or Eating",Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204701057,"",,,ID by sight,,Melozone crissalis,caltow,Species,33068,,5.00,1,"",,
627114479,Photo,Western Bluebird,Sialia mexicana,,Rodrigo Dueñas,2024-12-04,2024,12,4,1608,United States,US-CA-085,California,Santa Clara,"O'Connor Park",37.3208798,-121.9124965,"",,Unspecified,"","",,,,,,,S204487401,"",,,,,Sialia mexicana,wesblu,Species,27891,,2.00,1,,3072,4080
626996611,Photo,Mallard,Anas platyrhynchos,Fulica americana -- American Coot,Rodrigo Dueñas,2024-11-17,2024,11,17,719,United States,US-CA-001,California,Alameda,Coyote Hills Regional Park,37.5537640,-122.0875025,Adult Male – 1,,Unspecified,"","",,,,,,,S202811385,"",,,,,Anas platyrhynchos,mallar3,Species,525,,3.00,1,,3072,4080
626996607,Photo,Wild Turkey,Meleagris gallopavo,,Rodrigo Dueñas,2024-11-17,2024,11,17,719,United States,US-CA-001,California,Alameda,Coyote Hills Regional Park,37.5537640,-122.0875025,Unknown – 2,,Unspecified,"","",,,,,,,S202811385,"",,,,,Meleagris gallopavo,wiltur,Species,1242,,3.00,1,,3072,4080
626996488,Photo,Common Gallinule,Gallinula galeata,,Rodrigo Dueñas,2024-11-28,2024,11,28,843,United States,US-CA-085,California,Santa Clara,Sunnyvale WPCP (please use a more specific hotspot where possible),37.4198391,-122.0144261,"",,Unspecified,"","",,,,,,,S203889552,"",,,,,Gallinula galeata,comgal1,Species,5411,,2.00,2,,3072,4080
