ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
626996435,Photo,Northern Mockingbird,Mimus polyglottos,,Rodrigo Dueñas,2024-11-30,2024,11,30,655,United States,US-CA-085,California,Santa Clara,Mayfield Slough,37.4508430,-122.1023512,"",,Unspecified,"","",,,,,,,S204068913,"",,,,,Mimus polyglottos,normoc,Species,27870,,1.00,1,,3072,4080
626996413,Photo,Turkey Vulture (Northern),Cathartes aura [aura Group],,Rodrigo Dueñas,2024-11-30,2024,11,30,806,United States,US-CA-085,California,Santa Clara,Palo Alto Baylands,37.4591670,-122.1044500,"",,Unspecified,"","",,,,,,,S204074627,"",,,,,Cathartes aura,turvul2,Group,7721,,2.00,1,,3072,4080
626996407,Photo,Turkey Vulture (Northern),Cathartes aura [aura Group],,Rodrigo Dueñas,2024-11-30,2024,11,30,806,United States,US-CA-085,California,Santa Clara,Palo Alto Baylands,37.4591670,-122.1044500,"",,Unspecified,"","",,,,,,,S204074627,"",,,,,Cathartes aura,turvul2,Group,7721,,3.00,1,,4080,3072
626996238,Photo,Northern Flicker,Colaptes auratus,,Rodrigo Dueñas,2024-12-01,2024,12,1,750,United States,US-CA-085,California,Santa Clara,Joseph D. Grant CP--Grant Lake,37.3436434,-121.7172099,"",,Unspecified,"","",,,,,,,S204217558,"",,,,,Colaptes auratus,norfli,Species,11785,,1.00,1,,4080,3072
626996232,Photo,Great Blue Heron,Ardea herodias,,Rodrigo Dueñas,2024-12-01,2024,12,1,750,United States,US-CA-085,California,Santa Clara,Joseph D. Grant CP--Grant Lake,37.3436434,-121.7172099,"",,Unspecified,"","",,,,,,,S204217558,"",,,,,Ardea herodias,grbher3,Species,7658,,3.50,2,,4080,3072
626996180,Photo,White-tailed Kite,Elanus leucurus,,Rodrigo Dueñas,2024-12-01,2024,12,1,750,United States,US-CA-085,California,Santa Clara,Joseph D. Grant CP--Grant Lake,37.3436434,-121.7172099,"",,Unspecified,"","",,,,,,,S204217558,"",,,,,Elanus leucurus,whtkit,Species,7748,,2.00,1,,4080,3072
626996162,Photo,White-tailed Kite,Elanus leucurus,,Rodrigo Dueñas,2024-12-01,2024,12,1,750,United States,US-CA-085,California,Santa Clara,Joseph D. Grant CP--Grant Lake,37.3436434,-121.7172099,"",,Unspecified,"","",,,,,,,S204217558,"",,,,,Elanus leucurus,whtkit,Species,7748,,2.00,1,,4080,3072
626996149,Photo,White-tailed Kite,Elanus leucurus,,Rodrigo Dueñas,2024-12-01,2024,12,1,750,United States,US-CA-085,California,Santa Clara,Joseph D. Grant CP--Grant Lake,37.3436434,-121.7172099,"",,Unspecified,"","",,,,,,,S204217558,"",,,,,Elanus leucurus,whtkit,Species,7748,,2.00,2,,4080,3072
626995552,Audio,"Steller's Jay",Cyanocitta stelleri,,Rodrigo Dueñas,2024-12-01,2024,12,1,750,United States,US-CA-085,California,Santa Clara,Joseph D. Grant CP--Grant Lake,37.3436434,-121.7172099,Unknown – 1,Call,Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204217558,"",,,Inside of the small forest near McCreery Lake,,Cyanocitta stelleri,stejay,Species,21046,,4.00,1,"",,
626995524,Audio,California Quail,Callipepla californica,,Rodrigo Dueñas,2024-12-01,2024,12,1,750,United States,US-CA-085,California,Santa Clara,Joseph D. Grant CP--Grant Lake,37.3436434,-121.7172099,Adult Male,"",Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204217558,"",,,ID by sight,,Callipepla californica,calqua,Species,1064,,3.50,2,"",,
626995523,Audio,California Quail,Callipepla californica,,Rodrigo Dueñas,2024-12-01,2024,12,1,750,United States,US-CA-085,California,Santa Clara,Joseph D. Grant CP--Grant Lake,37.3436434,-121.7172099,Adult Male – 2,Call,Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204217558,"",,,ID by sight,,Callipepla californica,calqua,Species,1064,,3.00,1,"",,
626995519,Audio,Oak Titmouse,Baeolophus inornatus,,Rodrigo Dueñas,2024-12-01,2024,12,1,750,United States,US-CA-085,California,Santa Clara,Joseph D. Grant CP--Grant Lake,37.3436434,-121.7172099,Unknown,Call,Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204217558,"",,,ID by sound,,Baeolophus inornatus,oaktit,Species,21926,,4.00,1,"",,
626995518,Audio,Oak Titmouse,Baeolophus inornatus,,Rodrigo Dueñas,2024-12-01,2024,12,1,750,United States,US-CA-085,California,Santa Clara,Joseph D. Grant CP--Grant Lake,37.3436434,-121.7172099,Unknown – 1,Call,Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204217558,"",,,"ID by sound, was able to see a few individuals but not this one",,Baeolophus inornatus,oaktit,Species,21926,,3.00,1,"",,
626995507,Audio,Wrentit,Chamaea fasciata,,Rodrigo Dueñas,2024-12-01,2024,12,1,750,United States,US-CA-085,California,Santa Clara,Joseph D. Grant CP--Grant Lake,37.3436434,-121.7172099,Unknown – 1,Song,Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204217558,"",,,ID by sight,,Chamaea fasciata,wrenti,Species,25194,,2.00,1,"",,
626995498,Audio,American Crow,Corvus brachyrhynchos,,Rodrigo Dueñas,2024-12-01,2024,12,1,750,United States,US-CA-085,California,Santa Clara,Joseph D. Grant CP--Grant Lake,37.3436434,-121.7172099,Unknown,"",Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204217558,"",,,"Multiple individuals seen, just one recorded",,Corvus brachyrhynchos,amecro,Species,21333,,3.00,1,"",,
626995496,Audio,White-tailed Kite,Elanus leucurus,,Rodrigo Dueñas,2024-12-01,2024,12,1,750,United States,US-CA-085,California,Santa Clara,Joseph D. Grant CP--Grant Lake,37.3436434,-121.7172099,Unknown – 2,Call,Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204217558,"",,,"ID by sight, being harassed by a crow",,Elanus leucurus,whtkit,Species,7748,,2.00,1,"",,
626995488,Audio,Spotted Towhee,Pipilo maculatus,,Rodrigo Dueñas,2024-12-01,2024,12,1,750,United States,US-CA-085,California,Santa Clara,Joseph D. Grant CP--Grant Lake,37.3436434,-121.7172099,Unknown,Call,Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204217558,"",,,"ID by sound, wasn't able to see it.",,Pipilo maculatus,spotow,Species,33108,,3.00,2,"",,
626995461,Audio,California Thrasher,Toxostoma redivivum,,Rodrigo Dueñas,2024-12-01,2024,12,1,750,United States,US-CA-085,California,Santa Clara,Joseph D. Grant CP--Grant Lake,37.3436434,-121.7172099,Unknown – 1,Call,Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204217558,"",,,"Used playback to have another thrasher come closer, multiple recordings of the same individual are attached",,Toxostoma redivivum,calthr,Species,27812,,4.00,1,"",,
626995460,Audio,California Thrasher,Toxostoma redivivum,,Rodrigo Dueñas,2024-12-01,2024,12,1,750,United States,US-CA-085,California,Santa Clara,Joseph D. Grant CP--Grant Lake,37.3436434,-121.7172099,Unknown – 1,"",Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204217558,"",,,Seen near Grant Lake,,Toxostoma redivivum,calthr,Species,27812,,2.00,1,"",,
626995454,Audio,Pied-billed Grebe,Podilymbus podiceps,,Rodrigo Dueñas,2024-12-01,2024,12,1,750,United States,US-CA-085,California,Santa Clara,Joseph D. Grant CP--Grant Lake,37.3436434,-121.7172099,Unknown – 2,Call,Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204217558,"",,,ID by sight,,Podilymbus podiceps,pibgre,Species,6776,,4.00,1,"",,
626995447,Audio,Northern Shoveler,Spatula clypeata,"Sayornis nigricans [nigricans Group] -- Black Phoebe (Northern); Corvus brachyrhynchos -- American Crow",Rodrigo Dueñas,2024-12-01,2024,12,1,750,United States,US-CA-085,California,Santa Clara,Joseph D. Grant CP--Grant Lake,37.3436434,-121.7172099,"Adult Female; Adult Male",Foraging or Eating,Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204217558,"",,,"ID by sight , multiple individuals in the lake",,Spatula clypeata,norsho,Species,483,,3.50,2,"",,
626995445,Audio,Black Phoebe (Northern),Sayornis nigricans [nigricans Group],,Rodrigo Dueñas,2024-12-01,2024,12,1,750,United States,US-CA-085,California,Santa Clara,Joseph D. Grant CP--Grant Lake,37.3436434,-121.7172099,Unknown – 1,"",Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204217558,"",,,ID by sight,,Sayornis nigricans,blkpho1,Group,16832,,3.00,1,"",,
626995436,Audio,Ruby-crowned Kinglet,Corthylio calendula,,Rodrigo Dueñas,2024-12-01,2024,12,1,750,United States,US-CA-085,California,Santa Clara,Joseph D. Grant CP--Grant Lake,37.3436434,-121.7172099,Adult Male – 1,"Call; Foraging or Eating",Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204217558,"",,,ID by sight,,Corthylio calendula,ruckin,Species,26595,,3.00,1,"",,
626995435,Audio,Ruby-crowned Kinglet,Corthylio calendula,,Rodrigo Dueñas,2024-12-01,2024,12,1,750,United States,US-CA-085,California,Santa Clara,Joseph D. Grant CP--Grant Lake,37.3436434,-121.7172099,Unknown – 1,Call,Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204217558,"",,,ID by sight + sound,,Corthylio calendula,ruckin,Species,26595,,4.00,1,"",,
626995430,Audio,Acorn Woodpecker,Melanerpes formicivorus,,Rodrigo Dueñas,2024-12-01,2024,12,1,750,United States,US-CA-085,California,Santa Clara,Joseph D. Grant CP--Grant Lake,37.3436434,-121.7172099,Male – 1,Call,Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204217558,"",,,"Recorded at the top of a tree, there were a few other woodpeckers knocking on a tree ",,Melanerpes formicivorus,acowoo,Species,11036,,2.00,1,"",,
626995429,Audio,Acorn Woodpecker,Melanerpes formicivorus,,Rodrigo Dueñas,2024-12-01,2024,12,1,750,United States,US-CA-085,California,Santa Clara,Joseph D. Grant CP--Grant Lake,37.3436434,-121.7172099,"","",Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204217558,"",,,ID by sight / sound,,Melanerpes formicivorus,acowoo,Species,11036,,3.00,1,"",,
626995416,Audio,Bushtit (Pacific),Psaltriparus minimus [minimus Group],,Rodrigo Dueñas,2024-12-01,2024,12,1,750,United States,US-CA-085,California,Santa Clara,Joseph D. Grant CP--Grant Lake,37.3436434,-121.7172099,"",Call,Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204217558,"",,,ID by sight,,Psaltriparus minimus,bushti1,Group,25019,,2.00,1,"",,
626995415,Audio,Bushtit (Pacific),Psaltriparus minimus [minimus Group],,Rodrigo Dueñas,2024-12-01,2024,12,1,750,United States,US-CA-085,California,Santa Clara,Joseph D. Grant CP--Grant Lake,37.3436434,-121.7172099,Unknown – 4,Call,Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204217558,"",,,"ID by sight, near the Grant Lake Parking lot, background noise of a plane flying over.",,Psaltriparus minimus,bushti1,Group,25019,,2.00,1,"",,
626917204,Audio,Marsh Wren,Cistothorus palustris,,Rodrigo Dueñas,2024-11-30,2024,11,30,806,United States,US-CA-085,California,Santa Clara,Palo Alto Baylands,37.4591670,-122.1044500,Unknown – 1,Foraging or Eating,Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204074627,"",,,"ID by sight, same bridge as the house finches and the rail",,Cistothorus palustris,marwre,Species,27088,,3.00,1,"",,
626917191,Audio,"Anna's Hummingbird",Calypte anna,,Rodrigo Dueñas,2024-11-30,2024,11,30,806,United States,US-CA-085,California,Santa Clara,Palo Alto Baylands,37.4591670,-122.1044500,Adult Male – 1,"",Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204074627,"",,,ID by sight perched on a tree,,Calypte anna,annhum,Species,4758,,3.00,1,"",,
626917182,Audio,House Finch,Haemorhous mexicanus,,Rodrigo Dueñas,2024-11-30,2024,11,30,806,United States,US-CA-085,California,Santa Clara,Palo Alto Baylands,37.4591670,-122.1044500,"Adult Female; Adult Male",Call,Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204074627,"",,,"By the bridge, multiple individuals",,Haemorhous mexicanus,houfin,Species,32034,,3.00,1,"",,
626917178,Audio,"Ridgway's Rail",Rallus obsoletus,,Rodrigo Dueñas,2024-11-30,2024,11,30,806,United States,US-CA-085,California,Santa Clara,Palo Alto Baylands,37.4591670,-122.1044500,Unknown,Call,Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204074627,"",,,"ID by sound compared to Merlin's reference sound, underneath one of the bridges by the nature center",,Rallus obsoletus,ridrai1,Species,5199,,3.00,1,"",,
626917175,Audio,Greater Yellowlegs,Tringa melanoleuca,Melozone crissalis -- California Towhee,Rodrigo Dueñas,2024-11-30,2024,11,30,806,United States,US-CA-085,California,Santa Clara,Palo Alto Baylands,37.4591670,-122.1044500,Adult – 2,Call,Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204074627,"",,,"ID by sight, the towhees were ID by sight too, was trying to capture the towhees but the signal from the greater yellowlegs became more prevalent",,Tringa melanoleuca,greyel,Species,6092,,3.00,1,"",,
626917174,Audio,Greater Yellowlegs,Tringa melanoleuca,Himantopus mexicanus mexicanus -- Black-necked Stilt (Black-necked),Rodrigo Dueñas,2024-11-30,2024,11,30,806,United States,US-CA-085,California,Santa Clara,Palo Alto Baylands,37.4591670,-122.1044500,Adult – 1,Call,Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204074627,"",,,"ID by sound, in the same pond that the BNS were",,Tringa melanoleuca,greyel,Species,6092,,4.00,1,"",,
626917170,Audio,Black-necked Stilt (Black-necked),Himantopus mexicanus mexicanus,,Rodrigo Dueñas,2024-11-30,2024,11,30,806,United States,US-CA-085,California,Santa Clara,Palo Alto Baylands,37.4591670,-122.1044500,Adult,Call,Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204074627,"",,,"ID by sight, multiple individuals on the pond closets to the bay by the parking lot",,Himantopus mexicanus,bknsti1,Group,5714,,3.00,1,"",,
626915529,Audio,Savannah Sparrow,Passerculus sandwichensis,,Rodrigo Dueñas,2024-11-30,2024,11,30,655,United States,US-CA-085,California,Santa Clara,Mayfield Slough,37.4508430,-122.1023512,Adult – 1,Call,Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204068913,"",,,ID by sound and sight,,Passerculus sandwichensis,savspa,Species,32962,,4.00,1,"",,
626915526,Audio,Willet,Tringa semipalmata,,Rodrigo Dueñas,2024-11-30,2024,11,30,655,United States,US-CA-085,California,Santa Clara,Mayfield Slough,37.4508430,-122.1023512,Unknown – 2,Call,Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204068913,"",,,"ID by sight as a Willet, confirmed with audio, I'm not a 100% confident on the ID ",,Tringa semipalmata,willet1,Species,6085,,4.00,1,"",,
626915523,Audio,American Wigeon,Mareca americana,,Rodrigo Dueñas,2024-11-30,2024,11,30,655,United States,US-CA-085,California,Santa Clara,Mayfield Slough,37.4508430,-122.1023512,"Adult Male; Female",Call,Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204068913,"",,,ID by sight,,Mareca americana,amewig,Species,497,,2.00,1,"",,
626915520,Audio,Northern Shoveler,Spatula clypeata,,Rodrigo Dueñas,2024-11-30,2024,11,30,655,United States,US-CA-085,California,Santa Clara,Mayfield Slough,37.4508430,-122.1023512,"Adult Female; Adult Male",Call,Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204068913,"",,,"ID by sight, multiple adult individuals in the slough",,Spatula clypeata,norsho,Species,483,,3.50,2,"",,
626915514,Audio,Canada Goose,Branta canadensis,,Rodrigo Dueñas,2024-11-30,2024,11,30,655,United States,US-CA-085,California,Santa Clara,Mayfield Slough,37.4508430,-122.1023512,Adult,Call,Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204068913,"",,,ID by sight,,Branta canadensis,cangoo,Species,330,,4.00,1,"",,
626915515,Audio,Canada Goose,Branta canadensis,,Rodrigo Dueñas,2024-11-30,2024,11,30,655,United States,US-CA-085,California,Santa Clara,Mayfield Slough,37.4508430,-122.1023512,Adult,Call,Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S204068913,"",,,ID by sight,,Branta canadensis,cangoo,Species,330,,3.00,1,"",,
626843433,Audio,European Starling,Sturnus vulgaris,,Rodrigo Dueñas,2024-11-28,2024,11,28,843,United States,US-CA-085,California,Santa Clara,Sunnyvale WPCP (please use a more specific hotspot where possible),37.4198391,-122.0144261,"",,Unspecified,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S203889552,"",,,,,Sturnus vulgaris,eursta,Species,27571,,3.00,1,,,
626843432,Audio,European Starling,Sturnus vulgaris,,Rodrigo Dueñas,2024-11-28,2024,11,28,843,United States,US-CA-085,California,Santa Clara,Sunnyvale WPCP (please use a more specific hotspot where possible),37.4198391,-122.0144261,"",,Unspecified,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S203889552,"",,,,,Sturnus vulgaris,eursta,Species,27571,,3.00,1,,,
626843430,Audio,European Starling,Sturnus vulgaris,Agelaius phoeniceus californicus/mailliardorum -- Red-winged Blackbird (California Bicolored),Rodrigo Dueñas,2024-11-28,2024,11,28,843,United States,US-CA-085,California,Santa Clara,Sunnyvale WPCP (please use a more specific hotspot where possible),37.4198391,-122.0144261,Adult,"Call; Song",Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S203889552,"",,,Multiple individuals alongside a couple of red-winged blackbirds,,Sturnus vulgaris,eursta,Species,27571,,3.00,2,"",,
626843431,Audio,European Starling,Sturnus vulgaris,Agelaius phoeniceus californicus/mailliardorum -- Red-winged Blackbird (California Bicolored),Rodrigo Dueñas,2024-11-28,2024,11,28,843,United States,US-CA-085,California,Santa Clara,Sunnyvale WPCP (please use a more specific hotspot where possible),37.4198391,-122.0144261,Unknown,"Call; Song",Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S203889552,"",,,Multiple individuals alongside a couple of red-winged blackbirds,,Sturnus vulgaris,eursta,Species,27571,,3.00,1,"",,
626843425,Audio,White-crowned Sparrow,Zonotrichia leucophrys,,Rodrigo Dueñas,2024-11-28,2024,11,28,843,United States,US-CA-085,California,Santa Clara,Sunnyvale WPCP (please use a more specific hotspot where possible),37.4198391,-122.0144261,Adult Male – 1,Song,Unspecified,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S203889552,"",,,ID by sight,,Zonotrichia leucophrys,whcspa,Species,32905,,3.50,2,"",,
626843422,Audio,"Bewick's Wren",Thryomanes bewickii,,Rodrigo Dueñas,2024-11-28,2024,11,28,843,United States,US-CA-085,California,Santa Clara,Sunnyvale WPCP (please use a more specific hotspot where possible),37.4198391,-122.0144261,Unknown – 1,Call,Unspecified,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S203889552,"",,,"ID by sound, did not see",,Thryomanes bewickii,bewwre,Species,27121,,3.00,1,"",,
626843418,Audio,"Anna's Hummingbird",Calypte anna,,Rodrigo Dueñas,2024-11-28,2024,11,28,843,United States,US-CA-085,California,Santa Clara,Sunnyvale WPCP (please use a more specific hotspot where possible),37.4198391,-122.0144261,Adult Male,"Courtship, Display, or Copulation",Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S203889552,"",,,"ID by sight, included flight sound together with a call at the end towards the 00:15s mark",,Calypte anna,annhum,Species,4758,,3.00,1,"",,
626843369,Audio,White-crowned Sparrow,Zonotrichia leucophrys,Anas platyrhynchos -- Mallard,Rodrigo Dueñas,2024-11-28,2024,11,28,843,United States,US-CA-085,California,Santa Clara,Sunnyvale WPCP (please use a more specific hotspot where possible),37.4198391,-122.0144261,"Adult Female; Adult Male",Song,Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S203889552,"",,,ID by sight (the mallard too),,Zonotrichia leucophrys,whcspa,Species,32905,,3.00,1,"",,
626843323,Audio,White-crowned Sparrow,Zonotrichia leucophrys,,Rodrigo Dueñas,2024-11-28,2024,11,28,843,United States,US-CA-085,California,Santa Clara,Sunnyvale WPCP (please use a more specific hotspot where possible),37.4198391,-122.0144261,"Adult Female; Adult Male",Song,Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S203889552,"",,,ID by sight,,Zonotrichia leucophrys,whcspa,Species,32905,,3.00,1,"",,
626843308,Audio,Common Gallinule,Gallinula galeata,,Rodrigo Dueñas,2024-11-28,2024,11,28,843,United States,US-CA-085,California,Santa Clara,Sunnyvale WPCP (please use a more specific hotspot where possible),37.4198391,-122.0144261,Adult – 1,Call,Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S203889552,"",,,ID by sight,,Gallinula galeata,comgal1,Species,5411,,4.50,2,"",,
626685114,Audio,Zonotrichia sp.,Zonotrichia sp.,,Rodrigo Dueñas,2024-11-24,2024,11,24,645,United States,US-CA-001,California,Alameda,Eden Landing Ecological Reserve,37.5968240,-122.1138096,"",Call,Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S203486069,"",,,"ID by sight, unsure of which Zonotrichia it was, couldn't get a clear ID from its call",,Zonotrichia sp.,zonotr1,Spuh,32924,,3.00,1,"",,
626685068,Audio,Great Egret,Ardea alba,,Rodrigo Dueñas,2024-11-24,2024,11,24,645,United States,US-CA-001,California,Alameda,Eden Landing Ecological Reserve,37.5968240,-122.1138096,Adult – 1,Flying,Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S203486069,"",,,"ID by sight, call made after bird took off from their resting spot",,Ardea alba,greegr,Species,7635,,4.00,1,"",,
626685039,Audio,peep sp.,Calidris sp. (peep sp.),,Rodrigo Dueñas,2024-11-24,2024,11,24,645,United States,US-CA-001,California,Alameda,Eden Landing Ecological Reserve,37.5968240,-122.1138096,"","",Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S203486069,"",,,"Flock of peep, id by sight, unable to identify which peep species",,Calidris sp. (peep sp.),calidr,Spuh,6171,,3.00,1,"",,
626685038,Audio,peep sp.,Calidris sp. (peep sp.),,Rodrigo Dueñas,2024-11-24,2024,11,24,645,United States,US-CA-001,California,Alameda,Eden Landing Ecological Reserve,37.5968240,-122.1138096,"","",Not Used,"","",,,Zoom F3,Wildtronics Pro Mono Parabolic Microphone,Standard .060 Polycarbonate Parabola,,S203486069,"",,,"Flock of peep, id by sight, unable to identify which peep species",,Calidris sp. (peep sp.),calidr,Spuh,6171,,2.00,1,"",,
